stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
de:09362:12023:0:2,,Hintere Keilbergstraße,,49.04581101135744,12.16113158966885,,,0,,,0
de:09362:230:0:2,,Höfling,,48.98132319,12.14904098,,,0,,,0
de:09362:14027:0:2,,Johann-Hösl-Straße,,48.9945155,12.1119572,,,0,,,0
de:09362:14027:0:3,,Johann-Hösl-Straße,,48.99569579843154,12.11089982077978,,,0,,,0
de:09362:14027:0:4,,Johann-Hösl-Straße,,48.995468,12.1128066,,,0,,,0
de:09362:14027:0:6,,Johann-Hösl-Straße,,48.995843,12.1152947,,,0,,,0
de:09362:14043:0:0,,Hofgartenweg,,49.0062338,12.0897047,,,0,,,0
de:09362:57:0:1,,Am Holzhof,,49.0313227,12.09909,,,0,,,0
de:09362:13020:0:1,,Hohes Kreuz,,49.0104791,12.1345613,,,0,,,0
de:09362:13020:0:2,,Hohes Kreuz,,49.0118011,12.134565,,,0,,,0
de:09362:17005:0:1,,Zur Hohen Linie,,49.0405958,12.160685,,,0,,,0
de:09362:17005:0:2,,Zur Hohen Linie,,49.0407394,12.1608497,,,0,,,0
de:09362:12027:0:2,,Hollerweg,,49.0484263,12.1615722,,,0,,,0
de:09362:12027:0:1,,Hollerweg,,49.0484355,12.1615038,,,0,,,0
de:09362:12024:0:1,,Holzgartenstraße,,49.02434074641205,12.11511728234266,,,0,,,0
de:09362:11:0:1,,Hoppestraße,,49.0134591,12.0834566,,,0,,,0
de:09362:11:0:2,,Hoppestraße,,49.0134416,12.0826638,,,0,,,0
de:09362:14095:0:1,,Hornstraße,,49.0045683,12.112308,,,0,,,0
